635.193,522.281
448.845,272.005
374.729,152.428
823.292,279.693
347.527,268.386
661.544,158.293
693.281,518.98
628.479,491.131
764.023,585.918
305.722,201.677
281.988,266.471
671.689,149.618
510.683,351.231
402.617,277.939
687.903,367.092
999.185,231.422
392.713,349.369
657.083,287.146
662.04,160.989
863.973,284.327
979.195,609.001
506.358,406.239
735.361,368.507
419.721,352.598
648.263,490.891
922.068,392.61
566.469,777.204
1347.31,308.988
964.677,465.964
708.105,79.662
594.326,462.964
596.374,227.57
1019.05,336.606
917.644,580.297
721.421,733.434
442.411,438.464
327.388,188.666
426.979,457.449
574.942,375.512
611.387,174.956
357.774,253.474
520.932,365.829
394.759,307.055
681.601,87.7411
683.943,385.939
529.124,551.391
658.253,319.451
460.921,223.993
646.077,242.548
1156.57,471.421
546.896,481.473
527.912,914.248
580.177,424.558
380.102,297.885
777.345,651.748
771.442,426.231
643.265,251.557
1200.82,355.281
305.222,261.034
465.353,112.61
632.995,271.552
873.603,751.195
498.842,330.483
452.132,205.747
717.239,278.872
1645.64,316.233
486.463,312.275
304.095,237.405
337.371,292.053
432.207,226.62
720.1,412.116
593.617,384.938
437.08,173.648
760.057,233.205
548.813,316.872
625.317,240.266
696.769,317.726
623.314,285.753
560.483,446.183
364.755,242.35
1123.95,425.191
595.42,446.913
772.068,422.835
1471.91,316.229
1913.94,1973.68
334.657,274.798
788.2,440.667
1156.6,101.787
566.303,472.288
572.344,311.822
443.453,202.943
691.231,404.752
1681.78,1071.3
1272.36,923.124
631.662,231.386
752.284,430.491
706.863,569.765
828.706,491.007
412.091,223.074
800.534,384.602
580.557,477.057
614.06,551.904
635.613,265.964
526.26,505.585
404.424,536.989
426.57,238.409
386.855,307.923
419.377,315.577
401.069,336.28
426.769,248.821
527.699,434.397
426.066,127.312
345.747,450.579
1019.17,441.934
599.972,231.495
775.557,279.518
986.469,296.432
911.369,572.53
1290.11,558.346
810.687,702.297
565.874,377.77
485.011,146.839
487.274,473.228
437.089,312.207
408.092,240.582
338.627,349.517
616.274,423.051
486.808,624.762
747.467,434.404
562.824,355.122
686.063,381.051
437.665,306.916
648.81,258.07
721.24,418.323
700.949,241.868
450.98,319.882
424.287,419.67
774.078,643.961
395.845,248.722
1390.99,422.708
410.78,186.784
388.5,274.216
741.044,421.732
439.572,242.832
436.825,268.464
717.577,623.914
631.151,332.093
1090.42,777.308
340.169,380.416
439.515,180.527
735.117,896.346
441.907,163.74
1048.56,1539.22
620.943,200.59
445.938,305.899
668.884,619.724
421.574,503.345
825.993,314.98
360.976,226.881
2156.18,358.215
937.706,382.818
1295.96,398.707
401.268,103.88
830.138,313.031
855.969,390.637
366.534,255.555
357.509,167.256
323.857,155.879
942.84,690.611
426.154,338.589
450.743,91.7437
1417.94,1071.36
459.498,26.7331
1558.58,467.95
571.834,541.343
437.798,417.431
425.981,234.796
341.545,204.735
514.364,198.096
363.824,261.225
1199.51,524.301
690.856,206.143
441.278,75.3607
527.243,511.277
1259.01,647.577
321.666,725.049
632.979,593.468
1130.07,467.615
389.328,291.146
405.612,269.158
377.402,177.43
524.712,367.015
885.828,563.913
496.902,355.945
359.004,172.286
474.438,329.337
372.94,117.374
844.389,516.352
420.431,231.262
845.803,1079.64
448.63,297.682
642.635,507.619
559.16,535.794
321.11,210.705
332.995,214.639
478.171,203.012
503.623,471.194
442.7,189.254
813.074,469.141
415.69,183.625
838.205,414.78
